id,reference,T5-small_summary,T5-small_r1_p,T5-small_r1_r,T5-small_r1_f,T5-small_r2_p,T5-small_r2_r,T5-small_r2_f,T5-small_rL_f,BART_summary,BART_r1_p,BART_r1_r,BART_r1_f,BART_r2_p,BART_r2_r,BART_r2_f,BART_rL_f
25fce29aa21033bd537bcec80daebc72eedbcd16,"Camel racing is a centuries-old tradition in the Gulf .
Modern technology is changing the sport .
Camels compete for thousands of dollars in prize money .",CNN's Zain Verjee is the only Gulf national in the CNN team .<n>Verjee attended the Al Marmoum camel race in Dubai .<n>Camel racing bears no relevance to the modernity embraced here .,0.2941,0.4,0.339,0.0606,0.0833,0.0702,0.2034,The Al Marmoum camel race in Dubai is an ancient tradition in the region. The camels are racing for thousands of dollars in prize money and fancy cars for their owners.,0.4839,0.6,0.5357,0.3,0.375,0.3333,0.5357
266a2a7274d3688dc763b334b379d3adb70163db,"Tourists and locals queue for several hours to get their hands on Jenny's butter cookies .
People are even hired to stand in line to buy the cookies, which are later sold at an up-to-70% mark-up .
Food frenzies have also taken place in other parts of the world .","Tourists and locals line up around the block for several hours just to get their hands on Jenny's cookies .<n>The tiny shop, located in Tsim Sha Tsui, is swarming with people handing over wads of cash for the ""little bear cookies""",0.5116,0.4314,0.4681,0.2381,0.2,0.2174,0.383,Tourists and locals line up around the block for several hours just to get their hands on Jenny's cookies -- at $9 a tin. People are even hired to stand in line to buy the goods and are later resold at a 70% mark-up yards away.,0.7021,0.6471,0.6735,0.5,0.46,0.4792,0.6327
26958169a6d5d109c73ddcff3f1893ed1770af3b,"Documents show that officers thought Robert Bates got special treatment .
The reserve deputy has pleaded not guilty to charge of second-degree manslaughter .
Bates says meant to use his Taser but shot Eric Harris by mistake .",Reserve Deputy Robert Bates is charged with manslaughter in the shooting of Eric Harris .<n>A 2009 memo says Bates was shown special treatment and training policies were violated .<n>The sheriff's office has not responded to CNN requests for comment .,0.4286,0.5,0.4615,0.0976,0.1143,0.1053,0.2051,An internal inquiry by the Tulsa County Sheriff's Office in 2009 concluded that Reserve Deputy Robert Bates was shown special treatment. Bates is the volunteer deputy who fatally shot suspect Eric Harris instead of stunning him with a Taser on April 2. A Harris family lawyer provided documents to CNN from the 2009 inquiry.,0.3273,0.5,0.3956,0.0741,0.1143,0.0899,0.2198
26ac2554e942bc19f25dd69dadb6dcc4e44b3450,"The Israeli military says the militants were trying to plant a bomb .
The men crossed from Syria, Israel says .",Israel's military says it carried out airstrikes in the occupied Golan Heights .<n>It targeted militants allegedly trying to plant a bomb on the Israeli border .,0.4444,0.6316,0.5217,0.2308,0.3333,0.2727,0.4348,The airstrikes were carried out in the occupied Golan Heights. The Golan is regarded internationally as occupied territory despite Israeli control. Israel seized the territory from Syria during the 1967 Israel-Arab war.,0.2424,0.4211,0.3077,0.0312,0.0556,0.04,0.2308
26feceabd2eecfd0df3ce5971c9809112af71011,"No official way out for Americans stranded amid fighting in Yemen .
U.S. Deputy Chief of Mission says situation is very dangerous so no mass evacuation is planned .",Muna Mansour's family is among the dozens of Americans caught in the crossfire of warring parties in Yemen .<n>The State Department said it is too risky to conduct an evacuation of citizens from the area .,0.2162,0.2857,0.2462,0.0278,0.037,0.0317,0.1538,"Muna Mansour is from Buffalo in upstate New York. Her family is among the dozens of Americans caught in the crossfire of warring parties in Yemen. ""There's nowhere to sleep, there's no food -- you can see how people are just thrown around all over the place,"" she says.",0.18,0.3214,0.2308,0.0204,0.037,0.0263,0.1282
274f5d766b6e9c848a154132f16595b1233c41cd,"Saudi military official accuses Iran of training and arming rebels .
Yemeni officials say school hit by airstrikes; one source says three students killed .
Noncombatants are caught up in Yemen's fighting .","Officials: Saudi airstrikes hit a school near a military base, injuring at least a half dozen students .<n>UNICEF: At least 74 children have been killed and 44 children maimed since fighting began .",0.303,0.3226,0.3125,0.0,0.0,0.0,0.1562,"Yemeni officials say Saudi airstrikes hit a school, injuring at least a half dozen students. Schoolchildren were heading to their lunch break when the attacks took place. Separately, Saudi airstrikes wiped out about a fifth of the armored vehicles recently captured by southern separatists.",0.2273,0.3226,0.2667,0.0465,0.0667,0.0548,0.1333
275f70b420d88b7c1e6140d5b4586a2ea36a8015,"Nepal civil war aftermath inspired Maggie Doyne to help children .
Doyne's BlinkNow Foundation supports a home for 50 children and a school that educates hundreds more.
Do you know a hero? Nominations are open for 2015 CNN Heroes .","Maggie Doyne is raising nearly 50 children in Surkhet, Nepal .<n>She is also the founder of the BlinkNow Foundation .<n>Do you know a hero? Nominations are open for CNN Heroes 2015 .",0.5758,0.4872,0.5278,0.375,0.3158,0.3429,0.4444,"Maggie Doyne left her New Jersey hometown to travel the world before college. In 2006, she purchased land in Surkhet, a district in western Nepal. She worked for two years to build the Kopila Valley Children's Home. Do you know a hero? Nominations are open for CNN Heroes 2015.",0.42,0.5385,0.4719,0.2041,0.2632,0.2299,0.382
278d32e7a3dd73751ee6c51983e905b44294a669,"Quarter million people without power in Sydney and nearby areas .
A large storm system brought damaging winds and flooding to parts of Australia .
The flooding is affecting public transportation services, residential and coastal areas .","A quarter of a million Australian homes and businesses have no power .<n>About 4,500 people have been isolated by flood waters .<n>The emergency services have been slammed with 13,000 calls for help .",0.2778,0.2941,0.2857,0.0,0.0,0.0,0.1714,"About a quarter of a million Australian homes and businesses have no power after a ""once in a decade"" storm. About 4,500 people have been isolated by flood waters as ""the roads are cut off"" The powerful storm has already claimed four lives, according to New South Wales Police.",0.24,0.3529,0.2857,0.0,0.0,0.0,0.1905
27dd9a7cd47c5ce8e369b5deb80e4ef536d79569,"Pilot stopped during security checks as the flight prepared to depart on Saturday night .
Cathay Pacific runs regular flights between its Hong Kong hub and London .
The male pilot has been bailed pending an investigation .",The pilot was stopped during security checks as the flight prepared to depart on Saturday night .<n>He was arrested on suspicion of possession of an offensive weapon in a public place and possession of a knife blade / sharp pointed article in a public place .,0.3778,0.4857,0.425,0.2727,0.3529,0.3077,0.375,Pilot stopped during security checks as flight prepared to depart on Saturday night. He was arrested on suspicion of possession of an offensive weapon in a public place. Passengers were forced to wait in the seats for more than two hours.,0.3659,0.4286,0.3947,0.275,0.3235,0.2973,0.3684
27f381941a5e308fd739150f15651b4d652cbe4d,"Find the FDA's official report for the recalled product .
If the product is within the use-by date, it should still be recalled .","Sabra hummus was recently recalled due to listeria contamination .<n>Eating listeria-laden food can lead to listeriosis, a serious infection .",0.0476,0.0417,0.0444,0.0,0.0,0.0,0.0444,"Sabra hummus was recalled after a routine sample revealed the presence of Listeria monocytogenes. Consuming such bacteria can lead to listeriosis, a serious infection.",0.0833,0.0833,0.0833,0.0,0.0,0.0,0.0833
284a3550f51e0e18fc0971b2bd515c36fcb22cb4,"""We did everything that we could do,"" Kenya's foreign minister says .
Despite intelligence, rapid response team stuck in Nairobi for hours after massacre, official says .
Al-Shabaab's Mohamed Mohamud ""has a lot of grudges against the Kenyans,"" expert says .","Kenya launches airstrikes against Al-Shabaab bases in Somalia, military source says .<n>Kenya's rapid response team was stuck in Nairobi for hours, police source says .",0.5556,0.3659,0.4412,0.3077,0.2,0.2424,0.3235,"Kenya launched airstrikes targeting Al-Shabaab bases in Somalia, a military source says. The strikes are not retribution for last week's massacre at Garissa University College. A police source says Kenyan authorities had intelligence beforehand that a university could be attacked.",0.3571,0.3659,0.3614,0.0244,0.025,0.0247,0.1446
288d66dd6e65926ce982707afea5f04f98c44e83,"Gisele Bundchen walked the runway for the last time Wednesday night in Brazil .
The supermodel announced her retirement from runway modeling over the weekend .
She plans to continue working in other facets of the industry .","Bundchen sashayed down the catwalk at Sao Paulo Fashion Week on Wednesday night .<n>She announced over the weekend that she would be retiring from the catwalk, though not the fashion industry .",0.4375,0.4,0.4179,0.129,0.1176,0.1231,0.3284,"Bundchen announced over the weekend that she would be retiring from the catwalk, though not the fashion industry. The 34-year-old has said she wants to spend more time with her family.",0.4545,0.4286,0.4412,0.0938,0.0882,0.0909,0.2353
289a3b349a63b94d19138336c4df7456a535a1b8,"From belfies to butt implants, the Kardashian clan has inspired many a trend .
The latest: Kylie Jenner's pouty lips spark the #KylieJennerChallenge .",#KylieJennerChallenge involves sucking on a jar to look like Kylie Jenner .<n>#KylieJennerChallenge has been trending on Twitter in recent days .,0.3333,0.3043,0.3182,0.05,0.0455,0.0476,0.1818,The #KylieJennerChallenge has been trending on Twitter in recent days. It involves sucking on a shot glass to make your lips look like Kylie Jenner.,0.36,0.3913,0.375,0.0833,0.0909,0.087,0.2083
2902b9de805fbe73ed2e30306cda2c028dfeeea2,"""Out of sight, out of mind"" doesn't apply to communities along the Gulf of Mexico, Philippe Cousteau says .
We must take the time and effort needed to understand our natural resources, he says .
He says our understanding of how the Gulf works remains limited .",It's been five years since the Deepwater Horizon oil rig disaster .<n>David Frum: The BP oil spill's legacy continues to haunt this region like a recurring cancer .,0.1,0.0667,0.08,0.0,0.0,0.0,0.08,"Five years after the Deepwater Horizon oil rig disaster, it's time to ask ourselves: What have we learned? And what are we willing to do make sure it doesn't happen again?",0.2424,0.1778,0.2051,0.0312,0.0227,0.0263,0.1026
291391898120224797b35817f205bb5ba966836f,"Police: Yuhei Takashima, 64, says he had sex with girls as young as 14 in Philippines .
Officers seize nearly 150,000 photos that the former principal kept of his activities .","Yuhei Takashima, 64, is arrested over allegations he photographed an obscene act with a girl of 13 or 14 .<n>Police officers seize 147,600 photos that Takashima took of his activities over the years .<n>The pictures were kept in more than 400 photo albums, police say .",0.3958,0.6333,0.4872,0.1277,0.2069,0.1579,0.359,"Yuhei Takashima, 64, says he paid for sex with more than 12,000 women in the Philippines. Police say he took 147,600 photos of his activities over more than a quarter of a century.",0.4571,0.5333,0.4923,0.2059,0.2414,0.2222,0.4
2921c2c9d76bb78573235da1f0e8e460c75dd9c4,"U.S. Navy is developing an unmanned drone ship to track enemy submarines to limit their tactical capacity for surprise .
The vessel would be able to operate under with little supervisory control .
Advances are necessary to maintain technological edge on Russia and China, admiral tells House panel .",The U.S. military has maintained its dominance in the depths of the world's oceans .<n>But officials say China and other nations are expanding the size and scope of their own submarine forces .,0.2571,0.1915,0.2195,0.0294,0.0217,0.025,0.122,Report: U.S. must rethink role of manned submarines and prioritize new underwater detection techniques. Concern that China could match U.s. underwater capabilities in the near future has encouraged development of unmanned drone ship.,0.2857,0.2128,0.2439,0.0882,0.0652,0.075,0.1463
294e2c8f96310edfbb7c95107d45ba84931bb550,"Vatanka: Tensions between Iran and Saudi Arabia are at an unprecedented level .
Iran has proposed a four-point plan for Yemen but Saudis have ignored it .
Vatanka: Saudis have tried to muster a ground invasion coalition but have failed .","Relations between Iran and Saudi Arabia have always been thorny, but rarely has the state of affairs been as venomous as it is today .<n>The Saudi military intervention in Yemen since late March has all but raised the stakes to unprecedentedly dangerous levels .",0.3182,0.359,0.3373,0.093,0.1053,0.0988,0.2169,The Iranian-Saudi conflict by proxy has reached Yemen in a spiral that both sides portray as climatic. Both sides have good reasons to want to stop the Yemeni crisis from spiraling out of control.,0.1714,0.1538,0.1622,0.0,0.0,0.0,0.1351
295b5be882fd17f412dc0c9ad159c10377705a02,"Everything you need to know about how the UK election really works .
Things like: The candidates, the issues, who's likely to win, the importance of bacon sandwiches .
Plus, if the Queen isn't in charge, what does she do?","Britons go to the polls in an election that could change the political landscape .<n>Queen Elizabeth II is officially Britain's head of state, but she's only nominally in charge .<n>In a UK parliamentary the vote is more indirectly aimed at appointing a new government .",0.25,0.3,0.2727,0.0213,0.0256,0.0233,0.1818,"British voters go to the polls on Thursday in an election that could change the political landscape. Queen Elizabeth II is officially Britain's head of state, but she's only nominally in charge. The election could result in the handing of power from David Cameron's Conservative government.",0.2449,0.3,0.2697,0.0208,0.0256,0.023,0.1798
2ac81d1efa4e86351f7ce1941f03ae227b38e614,"Julian Zelizer: Washington is gridlocked and leans conservative .
But liberals can launch social programs at lower levels, Zelizer says .
Trying programs out locally can set groundwork for Washington action in coming years, he says .",Julian Zelizer: It's time for liberals to look local .<n>Zelizer: The most exciting ideas are taking hold at the local level .,0.3478,0.2353,0.2807,0.0455,0.0303,0.0364,0.1754,"The odds of Congress passing another New Deal or Great Society are minimal. But at the state and local level, the story has been much different. Liberal Democrats have found more political space to move forward with initiatives.",0.1579,0.1765,0.1667,0.0,0.0,0.0,0.0833
2ad2336812f11311087484a9be095aa0e9c54f32,"Tickets for Mayweather v Pacquiao on sale online for $180,000 .
Majority of the 1,000 tickets for the general public snapped up within minutes .
The fight in Las Vegas on May 2 is one of the biggest in the sport's history .","Floyd Mayweather and Manny Pacquiao fight in Las Vegas on Saturday .<n>Ringside tickets sold out but some still available on secondary sites .<n>Price of most expensive ticket on StubHub at $128,705 as of Friday .",0.3243,0.2791,0.3,0.1111,0.0952,0.1026,0.2,Floyd Mayweather and Manny Pacquiao fight takes place in Las Vegas on Saturday. Most of the tickets for the highly-anticipated clash have sold out. But there are still some ringside seats going at crazy money.,0.3333,0.2791,0.3038,0.1714,0.1429,0.1558,0.2532
2af3d5505559f8c3d1728dbfac48da66b81af909,"Animal Planet captures Katie the giraffe's labor and delivery .
The new baby wiggles its ears, rises, tries to nurse from its mom .","Katie, a giraffe at the Dallas Zoo, gives birth to a baby giraffe live on the Internet .<n>There's no word on the baby's gender or condition .<n>""We're so proud,"" the zoo tweets .",0.1892,0.3043,0.2333,0.0,0.0,0.0,0.2,"Katie, a giraffe at the Dallas Zoo, gave birth to a not-so-little baby Friday evening. ""We're so proud,"" the zoo tweeted. There was no immediate word on the newborn's gender or condition.",0.1944,0.3043,0.2373,0.0,0.0,0.0,0.1356
2b1b6a434b171e198413479aaba118f0cd20c843,"The nomination of Loretta Lynch as U.S. attorney general was announced in November .
She would be the country's first African-American woman attorney general .
But as her confirmation process drags on, her supporters wonder why .","Loretta Lynch's nomination as U.S. attorney for the Eastern District of New York has been held up .<n>By the time the Senate returns from Easter recess, it'll have been longer than the eight previous nominees for the job .",0.2619,0.2973,0.2785,0.0976,0.1111,0.1039,0.1772,Loretta Lynch is the first African-American woman to be nominated for attorney general. Her confirmation has been delayed longer than the eight previous nominees for the job.,0.5,0.3784,0.4308,0.2222,0.1667,0.1905,0.3385
2b4eb5a283f51b54e1b0318936ae9bcfa70ce243,"Three people killed; five wounded in attack on attorney general's office in Balkh province .
Staff and civilians have been rescued as gunmen engaged Afghan security forces .","Gunmen storm the attorney general's office in Balkh province, northern Afghanistan .<n>Most staff members and civilians have been rescued .",0.6667,0.5185,0.5833,0.5,0.3846,0.4348,0.5417,A group of armed assailants stormed into the attorney general's office in Balkh province. Two police officers and a security guard were among the dead. An exchange of fire between Afghan security forces and the assailants is ongoing.,0.2821,0.4074,0.3333,0.2105,0.3077,0.25,0.3333
2bd8ada1de6a7b02f59430cc82045eb8d29cf033,"Bob Barker returned to host ""The Price Is Right"" on Wednesday .
Barker, 91, had retired as host in 2007 .","Bob Barker returns to ""The Price Is Right"" for the first time in eight years .<n>The 91-year-old TV legend hosted the classic ""Lucky Seven"" game .",0.3929,0.5789,0.4681,0.2593,0.3889,0.3111,0.4255,"Bob Barker returned to ""The Price Is Right"" for the first time in eight years. Barker hosted the TV game show for 35 years before stepping down in 2007.",0.4138,0.6316,0.5,0.2857,0.4444,0.3478,0.5
2beb3c90dd9c2fe8288f352b6b973b5a0b5dd0dc,"Video shows ESPN reporter Britt McHenry berating and belittling a tow company worker .
Drexler: She was wrong to act that way, but aren't we too quick to judge without seeing full video?",A video shows ESPN's Britt McHenry berating and belittling a tow company employee .<n>Peggy Drexler: We're a society obsessed with putting celebrities on a pedestal .<n>Drexler: We're right there to demand to know what gives her the nerve .,0.3488,0.4545,0.3947,0.2143,0.2812,0.2432,0.3684,ESPN's Britt McHenry was caught on tape berating an employee of a tow company. John Sutter: McHenry should have known better than to have used such words. He says we're a society obsessed with putting celebrities on a pedestal.,0.2439,0.303,0.2703,0.075,0.0938,0.0833,0.2432
2c05ddcc2bf50bd20dfc8c16f124d32867075b32,"B.B King is now out of the hospital and back at home .
Bluesman suffered from dehydration and exhaustion after a 2014 show in Chicago .
B.B. is short for Blues Boy, part of the name he used as a Memphis disc jockey .","B.B. King's dehydration was caused by his Type II diabetes, his daughter says .<n>""He wasn't going to let his fans down,"" his publicist says .",0.1786,0.1163,0.1408,0.0741,0.0476,0.058,0.1408,"B.B. King's dehydration was caused by his Type II diabetes, his daughter says. ""I'm feeling much better and am leaving the hospital today,"" King says in a statement.",0.2903,0.2093,0.2432,0.1,0.0714,0.0833,0.1892
2c331e5becaa7fbc27441de8ee18f48a88b2efc4,"Aaron Hernandez, even when on trial for murder, keeps that certain bounce in his step .
Hernandez seemed to watch his former boss and fiancee closely when they were on the stand .",Aaron Hernandez is known for his swagger when he's on trial for murder .<n>Jury deliberations resume Wednesday in his murder trial .,0.4348,0.3226,0.3704,0.2273,0.1667,0.1923,0.3333,"Aaron Hernandez is known for his swagger. Should he act any differently when he's on trial for murder? Watch ""Downward Spiral: Inside the Case against Aaron Hernandez"" tonight at 9 p.m. ET.",0.3235,0.3548,0.3385,0.1212,0.1333,0.127,0.2769
2ca115f57e765b2ce61e8e0adeca3cbabd3dd4a1,"This page includes the show Transcript .
Use the Transcript to help students with reading comprehension and vocabulary .
At the bottom of the page, comment for a chance to be mentioned on CNN Student News.  You must be a teacher or a student age 13 or older to request a mention on the CNN Student News Roll Call.","This page includes the show Transcript .<n>Use the Transcript to help students with reading comprehension and vocabulary .<n>At the bottom of the page, comment for a chance to be mentioned on CNN Student News. You must be a teacher or a student age 13 or older to request a mention on the CNN Student News Roll Call.",0.9661,1.0,0.9828,0.931,0.9643,0.9474,0.9828,"This page includes the show Transcript. Use the Transcript to help students with reading comprehension and vocabulary. At the bottom of the page, comment for a chance to be mentioned on CNN Student News.  You must be a teacher or a student age 13 or older to request a mention on the CNN Student news Roll Call.",1.0,1.0,1.0,1.0,1.0,1.0,1.0
2cb2f56f23932db1eb8c3a9ba83a53957fbb25af,"A random sample from a Michigan store tested positive for Listeria monocytogenes .
No illnesses caused by the hummus have been reported so far .","abra Dipping Co. recalls 30,000 cases of hummus .<n>Listeria monocytogenes was found in a random sample at a Michigan store .",0.4091,0.3913,0.4,0.2381,0.2273,0.2326,0.2667,"Sabra Dipping Co. is recalling 30,000 cases of hummus due to possible contamination with Listeria. So far, no illnesses caused by the hummus have been reported.",0.4444,0.5217,0.48,0.3462,0.4091,0.375,0.4
2d3cbe49223e25afb427e536a45e34fe7c464263,"Wisconsin, which last won a title in 1941, was led by birthday boy Frank Kaminsky .
Justise Winslow leads Duke with 19 points, while Jahlil Okafor has 18 .
Coach K says his team's defense was ""terrific""",Wisconsin rallies to beat Kentucky 71-64 in the NCAA men's basketball Final Four .<n>The Badgers will play Duke in Monday night's title game .,0.1852,0.1389,0.1587,0.0,0.0,0.0,0.127,Wisconsin rallies from a 60-56 deficit to beat Kentucky 71-64. The Badgers will play Duke in Monday night's title game. The Blue Devils beat Michigan State 81-61 in the first contest of the night.,0.1579,0.1667,0.1622,0.0,0.0,0.0,0.1081
